Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
نَعْبُرُ,نصر,عبر,ہم (سب عورتیں) تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف,جمع,مونث,متکلم
لَا یَعْبُرُ,نصر,عبر,وہ (ایک مرد)  نہیں تعبیر کرتا ہے,تعبیر کرنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَعْبُرَانِ,نصر,عبر,وہ (دو مرد)  نہیں تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَعْبُرُوْنَ,نصر,عبر,وہ (سب مرد)  نہیں تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَعْبُرُ,نصر,عبر,وہ (ایک عورت)  نہیں تعبیر کرتی ہے,تعبیر کرنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَعْبُرَانِ,نصر,عبر,وہ (دو عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَعْبُرْنَ,نصر,عبر,وہ (سب عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَعْبُرُ,نصر,عبر,آپ (ایک مرد)  نہیں تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَعْبُرَانِ,نصر,عبر,آپ (دو مرد)  نہیں تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَعْبُرُوْنَ,نصر,عبر,آپ (سب مرد)  نہیں تعبیر کرتے ہو,تعبیر کرنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَعْبُرِیْنَ,نصر,عبر,آپ (ایک عورت)  نہیں تعبیر کرتی ہو,تعبیر کرنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَعْبُرَانِ,نصر,عبر,آپ (دو عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَعْبُرْنَ,نصر,عبر,آپ (سب عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَعْبُرُ,نصر,عبر,میں (ایک مرد)  نہیں تعبیر کرتا ہوں,تعبیر کرنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَعْبُرُ,نصر,عبر,ہم (دو مرد)  نہیں تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَعْبُرُ,نصر,عبر,ہم (سب مرد)  نہیں تعبیر کرتے ہیں,تعبیر کرنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَعْبُرُ,نصر,عبر,میں (ایک عورت)  نہیں تعبیر کرتی ہوں,تعبیر کرنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَعْبُرُ,نصر,عبر,ہم (دو عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَعْبُرُ,نصر,عبر,ہم (سب عورتیں)  نہیں تعبیر کرتی ہیں,تعبیر کرنا,مضارع معروف نفی,جمع,مونث,متکلم
حَصَدَ,نصر,حصد,اس (ایک مرد) نے  کاٹا,کاٹنا,ماضی معروف,واحد,مذکر,غائب
حَصَدَا,نصر,حصد,ان (دو مردوں) نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مذکر,غائب
حَصَدُوْا,نصر,حصد,ان (سب مردوں) نے  کاٹا,کاٹنا,ماضی معروف,جمع,مذکر,غائب
حَصَدَتْ,نصر,حصد,اس (ایک عورت) نے  کاٹا,کاٹنا,ماضی معروف,واحد,مونث,غائب
حَصَدَتَا,نصر,حصد,ان (دو عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مونث,غائب
حَصَدْنَ,نصر,حصد,ان (سب عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,جمع,مونث,غائب
حَصَدْتَ,نصر,حصد,آپ ایک مرد نے  کاٹا,کاٹنا,ماضی معروف,واحد,مذکر,حاضر
حَصَدْتُمَا,نصر,حصد,آپ دو مردوں نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مذکر,حاضر
حَصَدْتُمْ,نصر,حصد,آپ سب مردوں نے  کاٹا,کاٹنا,ماضی معروف,جمع,مذکر,حاضر
حَصَدْتِ,نصر,حصد,آپ (ایک عورت) نے  کاٹا,کاٹنا,ماضی معروف,واحد,مونث,حاضر
حَصَدْتُمَا,نصر,حصد,آپ (دو عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مونث,حاضر
حَصَدْتُنَّ,نصر,حصد,آپ (سب عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,جمع,مونث,حاضر
حَصَدْتُ,نصر,حصد,میں (ایک مرد) نے  کاٹا,کاٹنا,ماضی معروف,واحد,مذکر,متکلم
حَصَدْنَا,نصر,حصد,ہم (دو مردوں) نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مذکر,متکلم
حَصَدْنَا,نصر,حصد,ہم (سب مردوں) نے  کاٹا,کاٹنا,ماضی معروف,جمع,مذکر,متکلم
حَصَدْتُ,نصر,حصد,میں (ایک عورت) نے  کاٹا,کاٹنا,ماضی معروف,واحد,مونث,متکلم
حَصَدْنَا,نصر,حصد,ہم (دو عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,تثنیہ,مونث,متکلم
حَصَدْنَا,نصر,حصد,ہم (سب عورتوں) نے  کاٹا,کاٹنا,ماضی معروف,جمع,مونث,متکلم
مَا حَصَدَ,نصر,حصد,اس (ایک مرد) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا حَصَدَا,نصر,حصد,ان (دو مردوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا حَصَدُوْا,نصر,حصد,ان (سب مردوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا حَصَدَتْ,نصر,حصد,اس (ایک عورت) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مونث,غائب
مَا حَصَدَتَا,نصر,حصد,ان (دو عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا حَصَدْنَ,نصر,حصد,ان (سب عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مونث,غائب
مَا حَصَدْتَ,نصر,حصد,آپ ایک مرد نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا حَصَدْتُمَا,نصر,حصد,آپ دو مردوں نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا حَصَدْتُمْ,نصر,حصد,آپ سب مردوں نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا حَصَدْتِ,نصر,حصد,آپ (ایک عورت) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا حَصَدْتُمَا,نصر,حصد,آپ (دو عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا حَصَدْتُنَّ,نصر,حصد,آپ (سب عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا حَصَدْتُ,نصر,حصد,میں (ایک مرد) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا حَصَدْنَا,نصر,حصد,ہم (دو مردوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا حَصَدْنَا,نصر,حصد,ہم (سب مردوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا حَصَدْتُ,نصر,حصد,میں (ایک عورت) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا حَصَدْنَا,نصر,حصد,ہم (دو عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا حَصَدْنَا,نصر,حصد,ہم (سب عورتوں) نے  نہیں  کاٹا,کاٹنا,ماضی معروف نفی,جمع,مونث,متکلم
یَحْصُدُ,نصر,حصد,وہ (ایک مرد) کاٹتا ہے,کاٹنا,مضارع معروف,واحد,مذکر,غائب
یَحْصُدَانِ,نصر,حصد,وہ (دو مرد) کاٹتے ہیں,کاٹنا,مضارع معروف,تثنیہ,مذکر,غائب
یَحْصُدُوْنَ,نصر,حصد,وہ (سب مرد) کاٹتے ہیں,کاٹنا,مضارع معروف,جمع,مذکر,غائب
تَحْصُدُ,نصر,حصد,وہ (ایک عورت) کاٹتی ہے,کاٹنا,مضارع معروف,واحد,مونث,غائب
تَحْصُدَانِ,نصر,حصد,وہ (دو عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,تثنیہ,مونث,غائب
یَحْصُدْنَ,نصر,حصد,وہ (سب عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,جمع,مونث,غائب
تَحْصُدُ,نصر,حصد,آپ (ایک مرد) کاٹتے ہو,کاٹنا,مضارع معروف,واحد,مذکر,حاضر
تَحْصُدَانِ,نصر,حصد,آپ (دو مرد) کاٹتے ہو,کاٹنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَحْصُدُوْنَ,نصر,حصد,آپ (سب مرد) کاٹتے ہو,کاٹنا,مضارع معروف,جمع,مذکر,حاضر
تَحْصُدِیْنَ,نصر,حصد,آپ (ایک عورت) کاٹتی ہو,کاٹنا,مضارع معروف,واحد,مونث,حاضر
تَحْصُدَانِ,نصر,حصد,آپ (دو عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,تثنیہ,مونث,حاضر
تَحْصُدْنَ,نصر,حصد,آپ (سب عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,جمع,مونث,حاضر
اَحْصُدُ,نصر,حصد,میں (ایک مرد) کاٹتا ہوں,کاٹنا,مضارع معروف,واحد,مذکر,متکلم
نَحْصُدُ,نصر,حصد,ہم (دو مرد) کاٹتے ہیں,کاٹنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَحْصُدُ,نصر,حصد,ہم (سب مرد) کاٹتے ہیں,کاٹنا,مضارع معروف,جمع,مذکر,متکلم
اَحْصُدُ,نصر,حصد,میں (ایک عورت) کاٹتی ہوں,کاٹنا,مضارع معروف,واحد,مونث,متکلم
نَحْصُدُ,نصر,حصد,ہم (دو عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,تثنیہ,مونث,متکلم
نَحْصُدُ,نصر,حصد,ہم (سب عورتیں) کاٹتی ہیں,کاٹنا,مضارع معروف,جمع,مونث,متکلم
لَا یَحْصُدُ,نصر,حصد,وہ (ایک مرد)  نہیں کاٹتا ہے,کاٹنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَحْصُدَانِ,نصر,حصد,وہ (دو مرد)  نہیں کاٹتے ہیں,کاٹنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَحْصُدُوْنَ,نصر,حصد,وہ (سب مرد)  نہیں کاٹتے ہیں,کاٹنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَحْصُدُ,نصر,حصد,وہ (ایک عورت)  نہیں کاٹتی ہے,کاٹنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَحْصُدَانِ,نصر,حصد,وہ (دو عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَحْصُدْنَ,نصر,حصد,وہ (سب عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَحْصُدُ,نصر,حصد,آپ (ایک مرد)  نہیں کاٹتے ہو,کاٹنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَحْصُدَانِ,نصر,حصد,آپ (دو مرد)  نہیں کاٹتے ہو,کاٹنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَحْصُدُوْنَ,نصر,حصد,آپ (سب مرد)  نہیں کاٹتے ہو,کاٹنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَحْصُدِیْنَ,نصر,حصد,آپ (ایک عورت)  نہیں کاٹتی ہو,کاٹنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَحْصُدَانِ,نصر,حصد,آپ (دو عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَحْصُدْنَ,نصر,حصد,آپ (سب عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَحْصُدُ,نصر,حصد,میں (ایک مرد)  نہیں کاٹتا ہوں,کاٹنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَحْصُدُ,نصر,حصد,ہم (دو مرد)  نہیں کاٹتے ہیں,کاٹنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَحْصُدُ,نصر,حصد,ہم (سب مرد)  نہیں کاٹتے ہیں,کاٹنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَحْصُدُ,نصر,حصد,میں (ایک عورت)  نہیں کاٹتی ہوں,کاٹنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَحْصُدُ,نصر,حصد,ہم (دو عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَحْصُدُ,نصر,حصد,ہم (سب عورتیں)  نہیں کاٹتی ہیں,کاٹنا,مضارع معروف نفی,جمع,مونث,متکلم
خَلَصَ,نصر,خلص,وہ (ایک مرد)  علیحدہ ہوا,علیحدہ ہونا,ماضی معروف,واحد,مذکر,غائب
خَلَصَا,نصر,خلص,وہ (دو مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,تثنیہ,مذکر,غائب
خَلَصُوْا,نصر,خلص,وہ (سب مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,جمع,مذکر,غائب
خَلَصَتْ,نصر,خلص,وہ (ایک عورت)  علیحدہ ہوئی,علیحدہ ہونا,ماضی معروف,واحد,مونث,غائب
خَلَصَتَا,نصر,خلص,وہ (دو عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,تثنیہ,مونث,غائب
خَلَصْنَ,نصر,خلص,وہ (سب عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,جمع,مونث,غائب
خَلَصْتَ,نصر,خلص,آپ (ایک مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,واحد,مذکر,حاضر
خَلَصْتُمَا,نصر,خلص,آپ (دو مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,تثنیہ,مذکر,حاضر
خَلَصْتُمْ,نصر,خلص,آپ (سب مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,جمع,مذکر,حاضر
خَلَصْتِ,نصر,خلص,آپ (ایک عورت)  علیحدہ ہوئی,علیحدہ ہونا,ماضی معروف,واحد,مونث,حاضر
خَلَصْتُمَا,نصر,خلص,آپ (دو عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,تثنیہ,مونث,حاضر
خَلَصْتُنَّ,نصر,خلص,آپ (سب عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,جمع,مونث,حاضر
خَلَصْتُ,نصر,خلص,میں (ایک مرد)  علیحدہ ہوا,علیحدہ ہونا,ماضی معروف,واحد,مذکر,متکلم
خَلَصْنَا,نصر,خلص,ہم (دو مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,تثنیہ,مذکر,متکلم
خَلَصْنَا,نصر,خلص,ہم (سب مرد)  علیحدہ ہوئے,علیحدہ ہونا,ماضی معروف,جمع,مذکر,متکلم
خَلَصْتُ,نصر,خلص,میں (ایک عورت)  علیحدہ ہوئی,علیحدہ ہونا,ماضی معروف,واحد,مونث,متکلم
خَلَصْنَا,نصر,خلص,ہم (دو عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,تثنیہ,مونث,متکلم
خَلَصْنَا,نصر,خلص,ہم (سب عورتیں)  علیحدہ ہوئیں,علیحدہ ہونا,ماضی معروف,جمع,مونث,متکلم
مَا خَلَصَ,نصر,خلص,وہ (ایک مرد)  نہیں  علیحدہ ہوا,علیحدہ ہونا,ماضی معروف نفی,واحد,مذکر,غائب
